time_idx,body_idx,t,x,y,vx,vy,m
2,6,10,-0.660255,0.348216,-0.0232717,-0.00702255,1000.33
2,7,10,-0.348216,-0.660255,0.00702255,-0.0232717,1000.33
2,8,10,0.660255,-0.348216,0.0232717,0.00702255,1000.33
2,9,10,1.14177,1.20004,-0.00651869,-0.000703454,0.107485
2,10,10,-1.19889,1.14177,0.000819167,-0.00651925,0.107485
2,11,10,-1.14177,-1.19889,0.00651925,0.000819167,0.107485
2,12,10,1.19889,-1.14177,-0.000819167,0.00651925,0.107485
2,13,10,0.0576734,1.47318,0.00575066,-0.00709642,0.100033
2,14,10,-1.47318,0.0576734,0.00709642,0.00575066,0.100033
2,15,10,-0.0576734,-1.47318,-0.00575066,0.00709642,0.100033
2,16,10,1.47318,-0.0576734,-0.00709642,-0.00575066,0.100033
3,0,15,-2.00742e-12,-7.46455e-13,-4.10288e-13,-1.58098e-13,333054
3,1,15,0.171364,0.862957,0.0111565,-0.0163069,1.00033
3,2,15,-0.862957,0.171364,0.0163069,0.0111565,1.00033
3,3,15,-0.171364,-0.862957,-0.0111565,0.0163069,1.00033
3,4,15,0.862957,-0.171364,-0.0163069,-0.0111565,1.00033
3,5,15,0.310402,0.771032,-0.0080276,0.0211041,1000.33
3,6,15,-0.771032,0.310402,-0.0211041,-0.0080276,1000.33
3,7,15,-0.310402,-0.771032,0.0080276,-0.0211041,1000.33
3,8,15,0.771032,-0.310402,0.0211041,0.0080276,1000.33
3,9,15,1.10822,1.19552,-0.0069,-0.0011082,0.107485
3,10,15,-1.19378,1.10822,0.00122421,-0.00690129,0.107485
3,11,15,-1.10822,-1.19378,0.00690129,0.00122421,0.107485
3,12,15,1.19378,-1.10822,-0.00122421,0.00690129,0.107485
3,13,15,0.0863498,1.43594,0.00571742,-0.00780387,0.100033
3,14,15,-1.43594,0.0863498,0.00780387,0.00571742,0.100033
3,15,15,-0.0863498,-1.43594,-0.00571742,0.00780387,0.100033
3,16,15,1.43594,-0.0863498,-0.00780387,-0.00571742,0.100033
4,0,20,-4.87148e-12,-1.88063e-12,-7.54067e-13,-3.0532e-13,333054
4,1,20,0.226865,0.77646,0.0110409,-0.018218,1.00033
4,2,20,-0.77646,0.226865,0.018218,0.0110409,1.00033
4,3,20,-0.226865,-0.77646,-0.0110409,0.018218,1.00033
4,4,20,0.77646,-0.226865,-0.018218,-0.0110409,1.00033
4,5,20,0.268511,0.871815,-0.00868165,0.019261,1000.33
4,6,20,-0.871815,0.268511,-0.019261,-0.00868165,1000.33
4,7,20,-0.268511,-0.871815,0.00868165,-0.019261,1000.33
4,8,20,0.871815,-0.268511,0.019261,0.00868165,1000.33
4,9,20,1.07275,1.18893,-0.00728926,-0.00153168,0.107485
4,10,20,-1.18661,1.07274,0.00164814,-0.00729164,0.107485
4,11,20,-1.07274,-1.18661,0.00729164,0.00164814,0.107485
4,12,20,1.18661,-1.07274,-0.00164814,0.00729164,0.107485
4,13,20,0.11482,1.39507,0.0056678,-0.00855125,0.100033
4,14,20,-1.39507,0.11482,0.00855125,0.0056678,0.100033
4,15,20,-0.11482,-1.39507,-0.0056678,0.00855125,0.100033
4,16,20,1.39507,-0.11482,-0.00855125,-0.0056678,0.100033
5,0,25,-9.75828e-12,-3.91412e-12,-1.22163e-12,-5.20266e-13,333054
5,1,25,0.280267,0.680149,0.0102343,-0.0204118,1.00033
5,2,25,-0.680149,0.280267,0.0204118,0.0102343,1.00033
5,3,25,-0.280267,-0.680149,-0.0102343,0.0204118,1.00033
5,4,25,0.680149,-0.280267,-0.0204118,-0.0102343,1.00033
5,5,25,0.223955,0.964052,-0.00910959,0.0176751,1000.33
5,6,25,-0.964052,0.223955,-0.0176751,-0.00910959,1000.33
5,7,25,-0.223955,-0.964052,0.00910959,-0.0176751,1000.33
5,8,25,0.964052,-0.223955,0.0176751,0.00910959,1000.33
5,9,25,1.03531,1.18016,-0.0076876,-0.00197632,0.107485
5,10,25,-1.17726,1.03528,0.00209344,-0.00769145,0.107485
5,11,25,-1.03528,-1.17726,0.00769145,0.00209344,0.107485
5,12,25,1.17726,-1.03528,-0.00209344,0.00769145,0.107485
5,13,25,0.142996,1.35034,0.00559917,-0.00934938,0.100033
5,14,25,-1.35034,0.142996,0.00934938,0.00559917,0.100033
5,15,25,-0.142996,-1.35034,-0.00559917,0.00934938,0.100033
5,16,25,1.35034,-0.142996,-0.00934938,-0.00559917,0.100033
6,0,30,-1.73272e-11,-7.22792e-12,-1.82974e-12,-8.20621e-13,333054
6,1,30,0.328326,0.571492,0.00888468,-0.0231221,1.00033
6,2,30,-0.571492,0.328326,0.0231221,0.00888468,1.00033
6,3,30,-0.328326,-0.571492,-0.00888468,0.0231221,1.00033
6,4,30,0.571492,-0.328326,-0.0231221,-0.00888468,1.00033
6,5,30,0.177661,1.04889,-0.00938678,0.016294,1000.33
6,6,30,-1.04889,0.177661,-0.016294,-0.00938678,1000.33
6,7,30,-0.177661,-1.04889,0.00938678,-0.016294,1000.33
6,8,30,1.04889,-0.177661,0.016294,0.00938678,1000.33
6,9,30,0.995856,1.16912,-0.00809624,-0.00244506,0.107485
6,10,30,-1.16563,0.995801,0.0025631,-0.00810199,0.107485
6,11,30,-0.995801,-1.16563,0.00810199,0.0025631,0.107485
6,12,30,1.16563,-0.995801,-0.0025631,0.00810199,0.107485
6,13,30,0.170771,1.30145,0.00550614,-0.010221,0.100033
6,14,30,-1.30145,0.170771,0.010221,0.00550614,0.100033
6,15,30,-0.170771,-1.30145,-0.00550614,0.010221,0.100033
6,16,30,1.30145,-0.170771,-0.010221,-0.00550614,0.100033
7,0,35,-2.83314e-11,-1.23043e-11,-2.59936e-12,-1.22947e-12,333054
7,1,35,0.367695,0.448123,0.00668619,-0.0262962,1.00033
7,2,35,-0.448123,0.367695,0.0262962,0.00668619,1.00033
7,3,35,-0.367695,-0.448123,-0.00668619,0.0262962,1.00033
7,4,35,0.448123,-0.367695,-0.0262962,-0.00668619,1.00033
7,5,35,0.130257,1.12725,-0.00956001,0.0150777,1000.33
7,6,35,-1.12725,0.130257,-0.0150777,-0.00956001,1000.33
7,7,35,-0.130257,-1.12725,0.00956001,-0.0150777,1000.33
7,8,35,1.12725,-0.130257,0.0150777,0.00956001,1000.33
7,9,35,0.954327,1.15566,-0.00851654,-0.00294151,0.107485
7,10,35,-1.15158,0.954238,0.0030608,-0.00852468,0.107485
7,11,35,-0.954238,-1.15158,0.00852468,0.0030608,0.107485
7,12,35,1.15158,-0.954238,-0.0030608,0.00852468,0.107485
7,13,35,0.197959,1.24789,0.00534634,-0.0112345,0.100033
7,14,35,-1.24789,0.197959,0.0112345,0.00534634,0.100033
7,15,35,-0.197959,-1.24789,-0.00534634,0.0112345,0.100033
7,16,35,1.24789,-0.197959,-0.0112345,-0.00534634,0.100033
8,0,40,-4.36422e-11,-1.97586e-11,-3.55691e-12,-1.77736e-12,333054
8,1,40,0.392767,0.30782,0.00303789,-0.0298638,1.00033
8,2,40,-0.30782,0.392767,0.0298638,0.00303789,1.00033
8,3,40,-0.392767,-0.30782,-0.00303789,0.0298638,1.00033
8,4,40,0.30782,-0.392767,-0.0298638,-0.00303789,1.00033
8,5,40,0.0821822,1.19988,-0.00965957,0.0139954,1000.33
8,6,40,-1.19988,0.0821822,-0.0139954,-0.00965957,1000.33
8,7,40,-0.0821822,-1.19988,0.00965957,-0.0139954,1000.33
8,8,40,1.19988,-0.0821822,0.0139954,0.00965957,1000.33
8,9,40,0.910664,1.13964,-0.00895008,-0.00347011,0.107485
8,10,40,-1.13496,0.910527,0.00359108,-0.00896118,0.107485
8,11,40,-0.910527,-1.13496,0.00896118,0.00359108,0.107485
8,12,40,1.13496,-0.910527,-0.00359108,0.00896118,0.107485
8,13,40,0.223754,1.18892,0.00494463,-0.012317,0.100033
8,14,40,-1.18892,0.223754,0.012317,0.00494463,0.100033
8,15,40,-0.223754,-1.18892,-0.00494463,0.012317,0.100033
8,16,40,1.18892,-0.223754,-0.012317,-0.00494463,0.100033
9,0,45,-6.42798e-11,-3.03835e-11,-4.73597e-12,-2.50528e-12,333054
9,1,45,0.393937,0.149569,-0.00307658,-0.033318,1.00033
9,2,45,-0.149569,0.393937,0.033318,-0.00307658,1.00033
9,3,45,-0.393937,-0.149569,0.00307658,0.033318,1.00033
9,4,45,0.149569,-0.393937,-0.033318,0.00307658,1.00033
9,5,45,0.0337496,1.26738,-0.0097058,0.0130237,1000.33
9,6,45,-1.26738,0.0337496,-0.0130237,-0.0097058,1000.33
9,7,45,-0.0337496,-1.26738,0.0097058,-0.0130237,1000.33
9,8,45,1.26738,-0.0337496,0.0130237,0.0097058,1000.33
9,9,45,0.864797,1.12089,-0.00939879,-0.00403633,0.107485
9,10,45,-1.1156,0.864595,0.00415954,-0.00941353,0.107485
9,11,45,-0.864595,-1.1156,0.00941353,0.00415954,0.107485
9,12,45,1.1156,-0.864595,-0.00415954,0.00941353,0.107485
9,13,45,0.247602,1.12487,0.0046134,-0.0133186,0.100033
9,14,45,-1.12487,0.247602,0.0133186,0.0046134,0.100033
9,15,45,-0.247602,-1.12487,-0.0046134,0.0133186,0.100033
9,16,45,1.12487,-0.247602,-0.0133186,-0.0046134,0.100033
10,0,50,-9.14554e-11,-4.52121e-11,-6.17967e-12,-3.46929e-12,333054
10,1,50,0.35577,-0.0222445,-0.0128221,-0.0347977,1.00033
10,2,50,0.0222445,0.35577,0.0347977,-0.0128221,1.00033
10,3,50,-0.35577,0.0222445,0.0128221,0.0347977,1.00033
10,4,50,-0.0222445,-0.35577,-0.0347977,0.0128221,1.00033
10,5,50,-0.0148106,1.33026,-0.00971264,0.0121442,1000.33
10,6,50,-1.33026,-0.0148106,-0.0121442,-0.00971264,1000.33
10,7,50,0.0148106,-1.33026,0.00971264,-0.0121442,1000.33
10,8,50,1.33026,0.0148106,0.0121442,0.00971264,1000.33
10,9,50,0.816643,1.0992,-0.00986501,-0.00464697,0.107485
10,10,50,-1.09329,0.816357,0.00477315,-0.00988418,0.107485
10,11,50,-0.816357,-1.09329,0.00988418,0.00477315,0.107485
10,12,50,1.09329,-0.816357,-0.00477315,0.00988418,0.107485
10,13,50,0.269916,1.05552,0.00430682,-0.0144402,0.100033
10,14,50,-1.05552,0.269916,0.0144402,0.00430682,0.100033
10,15,50,-0.269916,-1.05552,-0.00430682,0.0144402,0.100033
10,16,50,1.05552,-0.269916,-0.0144402,-0.00430682,0.100033
11,0,55,-1.26626e-10,-6.56095e-11,-7.94411e-12,-4.74756e-12,333054
11,1,55,0.261074,-0.188529,-0.0250416,-0.0304283,1.00033
11,2,55,0.188529,0.261074,0.0304283,-0.0250416,1.00033
11,3,55,-0.261074,0.188529,0.0250416,0.0304283,1.00033
11,4,55,-0.188529,-0.261074,-0.0304283,0.0250416,1.00033
11,5,55,-0.0633276,1.38894,-0.00968993,0.0113424,1000.33
11,6,55,-1.38894,-0.0633276,-0.0113424,-0.00968993,1000.33
11,7,55,0.0633276,-1.38894,0.00968993,-0.0113424,1000.33
11,8,55,1.38894,0.0633276,0.0113424,0.00968993,1000.33
11,9,55,0.766108,1.07433,-0.0103516,-0.00531059,0.107485
11,10,55,-1.06777,0.765713,0.00544073,-0.0103762,0.107485
11,11,55,-0.765713,-1.06777,0.0103762,0.00544073,0.107485
11,12,55,1.06777,-0.765713,-0.00544073,0.0103762,0.107485
11,13,55,0.290565,0.98021,0.00393999,-0.0157071,0.100033
11,14,55,-0.98021,0.290565,0.0157071,0.00393999,0.100033
11,15,55,-0.290565,-0.98021,-0.00393999,0.0157071,0.100033
11,16,55,0.98021,-0.290565,-0.0157071,-0.00393999,0.100033
12,0,60,-1.71573e-10,-9.34093e-11,-1.01034e-11,-6.45154e-12,333054
12,1,60,0.111919,-0.31461,-0.0333831,-0.019322,1.00033
12,2,60,0.31461,0.111919,0.019322,-0.0333831,1.00033
12,3,60,-0.111919,0.31461,0.0333831,0.019322,1.00033
12,4,60,-0.31461,-0.111919,-0.019322,0.0333831,1.00033
12,5,60,-0.111672,1.44379,-0.00964476,0.010607,1000.33
12,6,60,-1.44379,-0.111672,-0.010607,-0.00964476,1000.33
12,7,60,0.111672,-1.44379,0.00964476,-0.010607,1000.33
12,8,60,1.44379,0.111672,0.010607,0.00964476,1000.33
12,9,60,0.713082,1.04598,-0.010862,-0.00603817,0.107485
12,10,60,-1.03876,0.712548,0.00617357,-0.0108932,0.107485
12,11,60,-0.712548,-1.03876,0.0108932,0.00617357,0.107485
12,12,60,1.03876,-0.712548,-0.00617357,0.0108932,0.107485
12,13,60,0.309139,0.898142,0.00346924,-0.01715,0.100033
12,14,60,-0.898142,0.309139,0.01715,0.00346924,0.100033
12,15,60,-0.309139,-0.898142,-0.00346924,0.01715,0.100033
12,16,60,0.898142,-0.309139,-0.01715,-0.00346924,0.100033
13,0,65,-2.28506e-10,-1.31122e-10,-1.27569e-11,-8.74436e-12,333054
13,1,65,-0.0601927,-0.381296,-0.0344546,-0.00784606,1.00033
13,2,65,0.381296,-0.0601927,0.00784606,-0.0344546,1.00033
13,3,65,0.0601927,0.381296,0.0344546,0.00784606,1.00033
13,4,65,-0.381296,0.0601927,-0.00784606,0.0344546,1.00033
13,5,65,-0.159746,1.4951,-0.0095823,0.00992851,1000.33
13,6,65,-1.4951,-0.159746,-0.00992851,-0.0095823,1000.33
13,7,65,0.159746,-1.4951,0.0095823,-0.00992851,1000.33
13,8,65,1.4951,0.159746,0.00992851,0.0095823,1000.33
13,9,65,0.657436,1.01381,-0.0114005,-0.00684405,0.107485
13,10,65,-1.0059,0.656726,0.00698654,-0.0114399,0.107485
13,11,65,-0.656726,-1.0059,0.0114399,0.00698654,0.107485
13,12,65,1.0059,-0.656726,-0.00698654,0.0114399,0.107485
13,13,65,0.324993,0.808319,0.00284207,-0.0188193,0.100033
13,14,65,-0.808319,0.324993,0.0188193,0.00284207,0.100033
13,15,65,-0.324993,-0.808319,-0.00284207,0.0188193,0.100033
13,16,65,0.808319,-0.324993,-0.0188193,-0.00284207,0.100033
14,0,70,-3.00218e-10,-1.82265e-10,-1.60401e-11,-1.18725e-11,333054
14,1,70,-0.226352,-0.399227,-0.0317027,3.7288e-05,1.00033
14,2,70,0.399227,-0.226352,-3.7288e-05,-0.0317027,1.00033
14,3,70,0.226352,0.399227,0.0317027,-3.7288e-05,1.00033
14,4,70,-0.399227,0.226352,3.7288e-05,0.0317027,1.00033
14,5,70,-0.207472,1.54315,-0.00950643,0.00929937,1000.33
14,6,70,-1.54315,-0.207472,-0.00929937,-0.00950643,1000.33
14,7,70,0.207472,-1.54315,0.00950643,-0.00929937,1000.33
14,8,70,1.54315,0.207472,0.00929937,0.00950643,1000.33
14,9,70,0.599016,0.977371,-0.0119724,-0.00774744,0.107485
14,10,70,-0.968723,0.598085,0.00789961,-0.0120218,0.107485
14,11,70,-0.598085,-0.968723,0.0120218,0.00789961,0.107485
14,12,70,0.968723,-0.598085,-0.00789961,0.0120218,0.107485
14,13,70,0.337155,0.709424,0.0019744,-0.0207941,0.100033
14,14,70,-0.709424,0.337155,0.0207941,0.0019744,0.100033
14,15,70,-0.337155,-0.709424,-0.0019744,0.0207941,0.100033
14,16,70,0.709424,-0.337155,-0.0207941,-0.0019744,0.100033
15,0,75,-3.90303e-10,-2.51908e-10,-2.01417e-11,-1.62225e-11,333054
15,1,75,-0.375914,-0.386048,-0.0281177,0.00481561,1.00033
15,2,75,0.386048,-0.375914,-0.00481561,-0.0281177,1.00033
15,3,75,0.375914,0.386048,0.0281177,-0.00481561,1.00033
15,4,75,-0.386048,0.375914,0.00481561,0.0281177,1.00033
15,5,75,-0.254792,1.58816,-0.00942005,0.0087133,1000.33
15,6,75,-1.58816,-0.254792,-0.0087133,-0.00942005,1000.33
15,7,75,0.254792,-1.58816,0.00942005,-0.0087133,1000.33
15,8,75,1.58816,0.254792,0.0087133,0.00942005,1000.33
15,9,75,0.53764,0.936118,-0.0125839,-0.00877482,0.107485
15,10,75,-0.926678,0.536432,0.00894047,-0.012646,0.107485
15,11,75,-0.536432,-0.926678,0.012646,0.00894047,0.107485
15,12,75,0.926678,-0.536432,-0.00894047,0.012646,0.107485
15,13,75,0.344079,0.59964,0.000713534,-0.0232009,0.100033
15,14,75,-0.59964,0.344079,0.0232009,0.000713534,0.100033
15,15,75,-0.344079,-0.59964,-0.000713534,0.0232009,0.100033
15,16,75,0.59964,-0.344079,-0.0232009,-0.000713534,0.100033
16,0,80,-5.03486e-10,-3.47611e-10,-2.53301e-11,-2.24278e-11,333054
16,1,80,-0.507886,-0.354193,-0.0247439,0.00768132,1.00033
16,2,80,0.354193,-0.507886,-0.00768132,-0.0247439,1.00033
16,3,80,0.507886,0.354193,0.0247439,-0.00768132,1.00033
16,4,80,-0.354193,0.507886,0.00768132,0.0247439,1.00033
16,5,80,-0.301658,1.63034,-0.00932538,0.00816508,1000.33
16,6,80,-1.63034,-0.301658,-0.00816508,-0.00932538,1000.33
16,7,80,0.301658,-1.63034,0.00932538,-0.00816508,1000.33
16,8,80,1.63034,0.301658,0.00816508,0.00932538,1000.33
16,9,80,0.473091,0.889343,-0.0132431,-0.00996397,0.107485
16,10,80,-0.879029,0.471534,0.0101488,-0.0133211,0.107485
16,11,80,-0.471534,-0.879029,0.0133211,0.0101488,0.107485
16,12,80,0.879029,-0.471534,-0.0101488,0.0133211,0.107485
16,13,80,0.343117,0.47632,-0.00125387,-0.0262534,0.100033
16,14,80,-0.47632,0.343117,0.0262534,-0.00125387,0.100033
16,15,80,-0.343117,-0.47632,0.00125387,0.0262534,0.100033
16,16,80,0.47632,-0.343117,-0.0262534,0.00125387,0.100033
17,0,85,-6.46113e-10,-4.81136e-10,-3.1994e-11,-3.15861e-11,333054
17,1,85,-0.624055,-0.311057,-0.0218033,0.00942844,1.00033
17,2,85,0.311057,-0.624055,-0.00942844,-0.0218033,1.00033
17,3,85,0.624055,0.311057,0.0218033,-0.00942844,1.00033
17,4,85,-0.311057,0.624055,0.00942844,0.0218033,1.00033
17,5,85,-0.348034,1.66986,-0.00922415,0.00765033,1000.33
17,6,85,-1.66986,-0.348034,-0.00765033,-0.00922415,1000.33
17,7,85,0.348034,-1.66986,0.00922415,-0.00765033,1000.33
17,8,85,1.66986,0.348034,0.00765033,0.00922415,1000.33
17,9,85,0.405108,0.836104,-0.0139592,-0.011371,0.107485
17,10,85,-0.8248,0.403111,0.0115843,-0.0140578,0.107485
17,11,85,-0.403111,-0.8248,0.0140578,0.0115843,0.107485
17,12,85,0.8248,-0.403111,-0.0115843,0.0140578,0.107485
17,13,85,0.329138,0.335378,-0.00468797,-0.0303311,0.100033
17,14,85,-0.335378,0.329138,0.0303311,-0.00468797,0.100033
17,15,85,-0.329138,-0.335378,0.00468797,0.0303311,0.100033
17,16,85,0.335378,-0.329138,-0.0303311,0.00468797,0.100033
18,0,90,-8.26893e-10,-6.71806e-10,-4.06998e-11,-4.57387e-11,333054
18,1,90,-0.726592,-0.260998,-0.0192813,0.0105067,1.00033
18,2,90,0.260998,-0.726592,-0.0105067,-0.0192813,1.00033
18,3,90,0.726592,0.260998,0.0192813,-0.0105067,1.00033
18,4,90,-0.260998,0.726592,0.0105067,0.0192813,1.00033
18,5,90,-0.39389,1.70689,-0.00911767,0.00716533,1000.33
18,6,90,-1.70689,-0.39389,-0.00716533,-0.00911767,1000.33
18,7,90,0.39389,-1.70689,0.00911767,-0.00716533,1000.33
18,8,90,1.70689,0.39389,0.00716533,0.00911767,1000.33
18,9,90,0.333379,0.77511,-0.0147431,-0.013084,0.107485
18,10,90,-0.762638,0.330824,0.0133411,-0.0148687,0.107485
18,11,90,-0.330824,-0.762638,0.0148687,0.0133411,0.107485
18,12,90,0.762638,-0.330824,-0.0133411,0.0148687,0.107485
18,13,90,0.290072,0.170238,-0.0119834,-0.0360289,0.100033
18,14,90,-0.170238,0.290072,0.0360289,-0.0119834,0.100033
18,15,90,-0.290072,-0.170238,0.0119834,0.0360289,0.100033
18,16,90,0.170238,-0.290072,-0.0360289,0.0119834,0.100033
19,0,95,-1.05793e-09,-9.53712e-10,-5.22421e-11,-6.90514e-11,333054
19,1,95,-0.817433,-0.206668,-0.0171125,0.0111693,1.00033
19,2,95,0.206668,-0.817433,-0.0111693,-0.0171125,1.00033
19,3,95,0.817433,0.206668,0.0171125,-0.0111693,1.00033
19,4,95,-0.206668,0.817433,0.0111693,0.0171125,1.00033
19,5,95,-0.439202,1.74156,-0.009007,0.00670693,1000.33
19,6,95,-1.74156,-0.439202,-0.00670693,-0.009007,1000.33
19,7,95,0.439202,-1.74156,0.009007,-0.00670693,1000.33
19,8,95,1.74156,0.439202,0.00670693,0.009007,1000.33
19,9,95,0.257537,0.704495,-0.0156052,-0.0152507,0.107485
19,10,95,-0.690572,0.25427,0.01558,-0.0157665,0.107485
19,11,95,-0.25427,-0.690572,0.0157665,0.01558,0.107485
19,12,95,0.690572,-0.25427,-0.01558,0.0157665,0.107485
19,13,95,0.186008,-0.0251163,-0.0344684,-0.0405641,0.100033
19,14,95,0.0251163,0.186008,0.0405641,-0.0344684,0.100033
19,15,95,-0.186008,0.0251163,0.0344684,0.0405641,0.100033
19,16,95,-0.0251163,-0.186008,-0.0405641,0.0344684,0.100033
20,0,100,-1.35565e-09,-1.39324e-09,-6.74689e-11,-1.11189e-10,333054
20,1,100,-0.898175,-0.149745,-0.0152311,0.011563,1.00033
20,2,100,0.149745,-0.898175,-0.011563,-0.0152311,1.00033
20,3,100,0.898175,0.149745,0.0152311,-0.011563,1.00033
20,4,100,-0.149745,0.898175,0.011563,0.0152311,1.00033
20,5,100,-0.483953,1.77399,-0.00889295,0.0062724,1000.33
20,6,100,-1.77399,-0.483953,-0.0062724,-0.00889295,1000.33
20,7,100,0.483953,-1.77399,0.00889295,-0.0062724,1000.33
20,8,100,1.77399,0.483953,0.0062724,0.00889295,1000.33
20,9,100,0.177184,0.621382,-0.0165459,-0.0181437,0.107485
20,10,100,-0.605521,0.172997,0.0186036,-0.0167544,0.107485
20,11,100,-0.172997,-0.605521,0.0167544,0.0186036,0.107485
20,12,100,0.605521,-0.172997,-0.0186036,0.0167544,0.107485
20,13,100,-0.088286,-0.121646,-0.0583145,0.01492,0.100033
20,14,100,0.121646,-0.088286,-0.01492,-0.0583145,0.100033
20,15,100,0.088286,0.121646,0.0583145,-0.01492,0.100033
20,16,100,-0.121646,0.088286,0.01492,0.0583145,0.100033
21,0,105,-1.73752e-09,-2.13971e-09,-8.51249e-11,-1.992e-10,333054
21,1,105,-0.970112,-0.0913329,-0.0135818,0.0117769,1.00033
21,2,105,0.0913329,-0.970112,-0.0117769,-0.0135818,1.00033
21,3,105,0.970112,0.0913329,0.0135818,-0.0117769,1.00033
21,4,105,-0.0913329,0.970112,0.0117769,0.0135818,1.00033
21,5,105,-0.528126,1.80431,-0.00877619,0.00585939,1000.33
21,6,105,-1.80431,-0.528126,-0.00585939,-0.00877619,1000.33
21,7,105,0.528126,-1.80431,0.00877619,-0.00585939,1000.33
21,8,105,1.80431,0.528126,0.00585939,0.00877619,1000.33
21,9,105,0.092014,0.520893,-0.0175128,-0.0223396,0.107485
21,10,105,-0.502142,0.0866464,0.0230722,-0.017776,0.107485
21,11,105,-0.0866464,-0.502142,0.017776,0.0230722,0.107485
21,12,105,0.502142,-0.0866464,-0.0230722,0.017776,0.107485
21,13,105,-0.294473,0.00934118,-0.0287038,0.0294733,0.100033
21,14,105,-0.00934116,-0.294473,-0.0294733,-0.0287038,0.100033
21,15,105,0.294473,-0.00934116,0.0287038,-0.0294733,0.100033
21,16,105,0.00934116,0.294473,0.0294733,0.0287038,0.100033
22,0,110,-2.17639e-09,-3.61746e-09,-7.93261e-11,-4.35865e-10,333054
22,1,110,-1.03429,-0.0321804,-0.012121,0.0118667,1.00033
22,2,110,0.0321804,-1.03429,-0.0118667,-0.012121,1.00033
22,3,110,1.03429,0.0321804,0.012121,-0.0118667,1.00033
22,4,110,-0.0321804,1.03429,0.0118667,0.012121,1.00033
22,5,110,-0.57171,1.83261,-0.00865723,0.00546586,1000.33
22,6,110,-1.83261,-0.57171,-0.00546586,-0.00865723,1000.33
22,7,110,0.57171,-1.83261,0.00865723,-0.00546586,1000.33
22,8,110,1.83261,0.57171,0.00546586,0.00865723,1000.33
22,9,110,0.00251875,0.393401,-0.0181514,-0.0293508,0.107485
22,10,110,-0.369494,-0.00420549,0.0308167,-0.0183965,0.107485
22,11,110,0.00420549,-0.369494,0.0183965,0.0308167,0.107485
22,12,110,0.369494,0.00420549,-0.0308167,0.0183965,0.107485
22,13,110,-0.405962,0.151964,-0.0174759,0.0272603,0.100033
22,14,110,-0.151964,-0.405962,-0.0272603,-0.0174759,0.100033
22,15,110,0.405962,-0.151964,0.0174759,-0.0272603,0.100033
22,16,110,0.151964,0.405962,0.0272603,0.0174759,0.100033
23,0,115,-1.87054e-09,-7.692e-09,4.81934e-10,-1.4955e-09,333054
23,1,115,-1.09157,0.0271893,-0.0108146,0.0118688,1.00033
